TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENST00000942288	ENSG00000089048	1	0	2	6	1	10
ENST00000942289	ENSG00000089048	0	0	0	3	3	6
ENST00000942295	ENSG00000050820	2	0	0	0	0	0
ENST00000942306	ENSG00000147121	0	0	2	2	0	0
ENST00000942307	ENSG00000147121	0	0	0	0	1	0
ENST00000942308	ENSG00000101294	3	0	0	3	0	0
ENST00000942310	ENSG00000101294	0	1	0	0	0	1
ENST00000942311	ENSG00000101294	0	1	1	0	0	4
ENST00000942312	ENSG00000101294	0	1	0	0	0	0
ENST00000942314	ENSG00000101294	2	1	2	0	1	1
ENST00000942315	ENSG00000087302	0	1	0	0	0	1
ENST00000942317	ENSG00000169891	0	0	1	0	0	0
ENST00000942318	ENSG00000121957	0	1	0	0	0	0
ENST00000942321	ENSG00000121957	0	0	0	1	0	0
ENST00000942323	ENSG00000121957	0	0	0	0	0	1
ENST00000942324	ENSG00000047365	0	0	0	0	0	2
ENST00000942329	ENSG00000163596	0	0	0	1	0	0
ENST00000942331	ENSG00000163596	0	0	0	1	2	0
ENST00000942336	ENSG00000163596	0	0	0	1	0	0
ENST00000942340	ENSG00000134255	0	5	2	0	0	4
ENST00000942341	ENSG00000134255	0	0	0	0	0	1
ENST00000942344	ENSG00000065491	0	1	0	0	2	0
ENST00000942360	ENSG00000152404	0	0	0	0	1	0
ENST00000942362	ENSG00000118181	13	22	13	21	13	29
ENST00000942363	ENSG00000163312	0	0	0	1	0	1
ENST00000942364	ENSG00000163312	0	0	0	0	3	0
ENST00000942369	ENSG00000079950	0	1	1	0	0	1
ENST00000942371	ENSG00000184702	0	4	0	0	5	0
ENST00000942377	ENSG00000108039	0	1	0	0	0	0
ENST00000942378	ENSG00000108039	3	2	1	0	0	0
ENST00000942382	ENSG00000108039	0	0	1	0	1	0
ENST00000942383	ENSG00000129158	1	0	0	2	0	1
ENST00000942384	ENSG00000115484	1	5	1	6	3	8
ENST00000942385	ENSG00000115484	0	0	2	1	1	0
ENST00000942386	ENSG00000115484	0	0	2	0	2	1
ENST00000942388	ENSG00000205593	0	0	1	0	0	0
ENST00000942393	ENSG00000178028	4	5	6	1	3	1
ENST00000942395	ENSG00000167107	6	2	0	3	0	0
ENST00000942396	ENSG00000167107	3	1	0	2	2	0
ENST00000942400	ENSG00000167107	9	21	8	3	3	7
ENST00000942402	ENSG00000167107	0	0	0	3	0	0
ENST00000942403	ENSG00000167107	0	0	0	0	0	1
ENST00000942404	ENSG00000169905	0	0	1	0	3	1
ENST00000942406	ENSG00000169905	0	0	2	11	22	8
ENST00000942409	ENSG00000175634	0	2	1	0	1	2
ENST00000942410	ENSG00000196154	0	0	0	0	1	0
ENST00000942411	ENSG00000196154	0	0	1	0	0	0
ENST00000942412	ENSG00000196154	0	0	0	1	0	0
ENST00000942418	ENSG00000154319	0	1	0	0	0	0
ENST00000942421	ENSG00000177030	0	0	0	3	2	0
ENST00000942422	ENSG00000177030	0	0	0	0	0	1
ENST00000942424	ENSG00000138029	0	0	0	0	0	1
ENST00000942425	ENSG00000138029	0	2	0	0	0	0
ENST00000942426	ENSG00000138029	0	1	0	0	2	0
ENST00000942427	ENSG00000138029	2	4	5	7	5	6
ENST00000942429	ENSG00000138029	1	3	4	3	3	3
ENST00000942430	ENSG00000138029	18	18	14	27	22	29
ENST00000942431	ENSG00000138029	0	0	0	1	1	0
ENST00000942432	ENSG00000138029	0	0	0	1	0	1
ENST00000942433	ENSG00000138029	0	0	0	0	0	1
ENST00000942435	ENSG00000138029	0	0	0	1	3	1
ENST00000942436	ENSG00000138029	0	3	0	3	2	5
ENST00000942437	ENSG00000138029	0	0	0	1	0	3
ENST00000942438	ENSG00000138029	2	3	3	10	4	6
ENST00000942442	ENSG00000138029	0	0	0	1	0	0
ENST00000942447	ENSG00000101276	0	0	0	1	0	0
ENST00000942448	ENSG00000101276	1	0	0	0	1	0
ENST00000942450	ENSG00000145002	0	0	1	0	0	0
ENST00000942455	ENSG00000157538	0	1	0	0	1	1
ENST00000942459	ENSG00000149262	0	0	0	2	0	3
ENST00000942461	ENSG00000137460	0	0	0	3	1	1
ENST00000942464	ENSG00000146729	0	0	0	0	0	2
ENST00000942472	ENSG00000148356	0	9	2	13	1	11
ENST00000942474	ENSG00000148356	1	0	0	0	0	0
ENST00000942479	ENSG00000148356	0	0	1	0	0	0
ENST00000942482	ENSG00000148356	0	0	0	0	0	2
ENST00000942483	ENSG00000148356	0	1	1	0	0	0
ENST00000942487	ENSG00000148356	0	1	1	0	0	0
ENST00000942488	ENSG00000148356	0	0	0	0	0	3
ENST00000942497	ENSG00000186918	0	0	0	0	0	1
ENST00000942500	ENSG00000186918	2	0	0	0	0	0
ENST00000942501	ENSG00000025423	0	0	4	0	0	0
ENST00000942504	ENSG00000124333	0	0	0	2	0	0
ENST00000942507	ENSG00000102362	0	0	0	0	3	0
ENST00000942515	ENSG00000163683	0	0	0	2	2	2
ENST00000942516	ENSG00000163683	0	0	0	0	2	0
ENST00000942520	ENSG00000042445	2	1	5	4	8	5
ENST00000942525	ENSG00000106113	0	0	2	0	0	0
ENST00000942530	ENSG00000117155	0	0	0	0	0	1
ENST00000942535	ENSG00000131236	1	1	1	0	1	0
ENST00000942536	ENSG00000131236	0	0	1	0	0	1
ENST00000942541	ENSG00000131236	1	7	0	1	3	5
ENST00000942550	ENSG00000158006	0	5	0	0	1	0
ENST00000942552	ENSG00000126456	0	1	0	0	0	0
ENST00000942554	ENSG00000120256	0	1	0	0	0	0
ENST00000942556	ENSG00000150667	0	1	0	0	0	0
ENST00000942564	ENSG00000171757	0	0	0	1	0	0
ENST00000942568	ENSG00000214029	2	0	0	0	0	0
ENST00000942573	ENSG00000123124	0	0	0	0	0	1
ENST00000942580	ENSG00000123124	0	0	1	3	0	3
ENST00000942582	ENSG00000106034	0	0	0	5	0	6
ENST00000942583	ENSG00000106034	0	0	0	1	0	0
ENST00000942601	ENSG00000167588	0	0	2	0	0	0
ENST00000942605	ENSG00000149564	4	2	0	9	17	5
ENST00000942607	ENSG00000180938	0	0	0	1	0	0
ENST00000942611	ENSG00000069974	0	0	0	0	1	0
ENST00000942612	ENSG00000069974	0	0	0	0	0	1
ENST00000942613	ENSG00000069974	0	0	0	0	1	0
ENST00000942616	ENSG00000105894	0	0	0	0	1	0
ENST00000942634	ENSG00000109572	0	0	0	1	0	0
ENST00000942642	ENSG00000117266	1	1	0	0	1	2
ENST00000942643	ENSG00000117266	0	1	0	0	0	1
ENST00000942644	ENSG00000135974	0	0	0	0	0	2
ENST00000942646	ENSG00000006459	0	0	0	1	0	0
ENST00000942647	ENSG00000078403	0	2	0	5	0	3
ENST00000942649	ENSG00000123933	1	1	0	1	0	1
ENST00000942651	ENSG00000204310	0	0	0	0	1	0
ENST00000942652	ENSG00000120306	1	1	1	0	2	1
ENST00000942654	ENSG00000168096	0	0	0	1	0	0
ENST00000942656	ENSG00000108654	2	10	3	7	13	17
ENST00000942657	ENSG00000166974	4	25	23	31	65	64
ENST00000942661	ENSG00000188026	0	0	0	1	0	0
ENST00000942663	ENSG00000188026	7	3	9	10	0	0
ENST00000942666	ENSG00000188026	1	0	0	0	0	0
ENST00000942669	ENSG00000110048	0	0	0	0	1	0
ENST00000942674	ENSG00000123240	0	0	0	0	2	0
ENST00000942675	ENSG00000123240	0	1	0	9	9	0
ENST00000942685	ENSG00000123240	0	0	0	0	1	0
ENST00000942686	ENSG00000123240	0	0	0	0	1	0
ENST00000942693	ENSG00000123240	0	0	0	1	1	1
ENST00000942694	ENSG00000123240	0	0	0	3	1	0
ENST00000942695	ENSG00000123240	0	0	0	1	1	0
ENST00000942697	ENSG00000123240	0	0	0	0	1	1
ENST00000942698	ENSG00000123240	0	0	0	2	0	0
ENST00000942701	ENSG00000123240	0	0	0	0	1	0
ENST00000942703	ENSG00000123240	0	0	0	1	0	0
ENST00000942712	ENSG00000180628	0	0	0	0	1	0
ENST00000942715	ENSG00000261236	1	0	0	0	0	0
ENST00000942716	ENSG00000261236	1	1	1	0	1	0
ENST00000942718	ENSG00000181826	0	0	0	0	0	1
ENST00000942719	ENSG00000181826	0	0	0	2	0	0
ENST00000942721	ENSG00000125510	0	0	2	0	0	1
ENST00000942724	ENSG00000089220	9	14	14	15	30	25
ENST00000942725	ENSG00000170445	1	1	1	0	2	1
ENST00000942726	ENSG00000170445	0	3	0	0	1	0
ENST00000942727	ENSG00000170445	0	5	1	2	0	0
ENST00000942728	ENSG00000170445	5	1	4	6	8	4
ENST00000942729	ENSG00000151092	0	0	0	0	1	1
ENST00000942730	ENSG00000151092	0	0	0	1	2	0
ENST00000942733	ENSG00000151092	0	0	1	0	1	0
ENST00000942738	ENSG00000114480	2	0	1	6	4	2
ENST00000942741	ENSG00000114480	0	0	0	0	0	1
ENST00000942742	ENSG00000114480	0	1	0	0	0	2
ENST00000942743	ENSG00000145216	0	3	1	2	1	2
ENST00000942744	ENSG00000145216	0	0	0	2	1	2
ENST00000942745	ENSG00000145216	0	0	1	0	0	1
ENST00000942746	ENSG00000145216	0	0	1	0	0	0
ENST00000942747	ENSG00000145216	0	1	0	0	0	1
ENST00000942749	ENSG00000145216	1	0	1	0	1	0
ENST00000942750	ENSG00000145216	0	0	1	0	0	1
ENST00000942752	ENSG00000145216	0	1	3	1	0	0
ENST00000942754	ENSG00000145216	0	0	0	1	0	1
ENST00000942756	ENSG00000145216	0	0	0	1	0	1
ENST00000942757	ENSG00000145216	0	0	0	1	0	0
ENST00000942760	ENSG00000166169	1	2	2	0	2	0
ENST00000942764	ENSG00000065615	0	0	0	0	0	6
ENST00000942765	ENSG00000065615	0	0	0	1	0	0
ENST00000942768	ENSG00000065615	0	27	0	1	1	69
ENST00000942769	ENSG00000065615	0	0	1	0	0	0
ENST00000942771	ENSG00000011260	0	5	1	1	0	0
ENST00000942773	ENSG00000011260	0	0	0	1	0	0
ENST00000942774	ENSG00000178467	0	1	1	5	1	2
ENST00000942776	ENSG00000178467	0	0	0	2	5	5
ENST00000942777	ENSG00000178467	0	0	0	0	0	1
ENST00000942778	ENSG00000178467	5	5	4	5	7	7
ENST00000942779	ENSG00000158769	2	1	12	7	9	9
ENST00000942780	ENSG00000158769	4	13	20	10	10	11
ENST00000942796	ENSG00000121486	1	2	1	2	0	2
ENST00000942797	ENSG00000082512	0	0	0	0	0	1
ENST00000942801	ENSG00000080007	0	0	1	0	0	0
ENST00000942809	ENSG00000162869	0	0	0	0	0	1
ENST00000942811	ENSG00000162869	0	0	1	0	0	0
ENST00000942814	ENSG00000148343	0	0	0	1	0	1
ENST00000942815	ENSG00000148343	0	0	0	0	0	1
ENST00000942820	ENSG00000148343	0	1	0	0	0	0
ENST00000942823	ENSG00000241404	0	0	0	3	0	0
ENST00000942826	ENSG00000241404	0	0	0	0	0	3
ENST00000942827	ENSG00000163626	0	0	1	0	2	0
ENST00000942828	ENSG00000163626	1	0	0	0	0	0
ENST00000942831	ENSG00000061794	0	1	1	2	1	1
ENST00000942832	ENSG00000213366	0	0	2	1	3	1
ENST00000942845	ENSG00000197798	0	0	0	0	1	0
ENST00000942856	ENSG00000174080	0	0	0	0	0	1
ENST00000942858	ENSG00000160049	0	2	2	0	5	2
ENST00000942859	ENSG00000160049	24	0	14	0	8	0
ENST00000942860	ENSG00000151093	1	1	1	1	3	2
ENST00000942861	ENSG00000151093	0	0	2	11	11	4
ENST00000942862	ENSG00000159166	255	470	341	222	202	341
ENST00000942865	ENSG00000089351	0	0	0	1	1	0
ENST00000942866	ENSG00000089351	0	1	1	1	0	0
ENST00000942874	ENSG00000089351	1	0	3	1	0	0
ENST00000942877	ENSG00000100897	8	30	26	18	19	18
ENST00000942879	ENSG00000100897	0	0	2	0	0	0
ENST00000942887	ENSG00000126945	0	1	0	0	0	0
ENST00000942907	ENSG00000122507	1	0	1	3	0	3
ENST00000942915	ENSG00000122507	0	0	0	1	0	0
ENST00000942918	ENSG00000106991	0	7	4	8	9	12
ENST00000942924	ENSG00000197045	20	46	1	103	104	86
ENST00000942925	ENSG00000163754	0	0	0	1	0	2
ENST00000942927	ENSG00000163754	0	1	0	0	0	0
ENST00000942932	ENSG00000198860	0	0	0	1	0	1
ENST00000942934	ENSG00000138663	0	1	1	3	2	3
ENST00000942937	ENSG00000100104	0	0	0	0	0	1
ENST00000942938	ENSG00000100104	0	0	0	0	1	0
ENST00000942945	ENSG00000110811	0	0	0	0	1	0
ENST00000942947	ENSG00000182179	2	2	0	1	0	0
ENST00000942948	ENSG00000182179	0	0	2	0	1	0
ENST00000942959	ENSG00000121481	1	0	0	0	0	0
ENST00000942960	ENSG00000159346	0	10	4	0	5	7
ENST00000942961	ENSG00000159346	0	2	0	0	0	2
ENST00000942963	ENSG00000159346	0	0	0	0	0	1
ENST00000942966	ENSG00000159346	0	0	0	0	0	1
ENST00000942968	ENSG00000095906	3	3	1	5	2	7
ENST00000942969	ENSG00000182934	19	31	22	63	21	27
ENST00000942970	ENSG00000291237	0	7	6	4	14	7
ENST00000942971	ENSG00000165695	2	0	4	1	1	1
ENST00000942972	ENSG00000165669	1	0	1	1	2	1
ENST00000942974	ENSG00000165669	0	1	3	1	0	1
ENST00000942976	ENSG00000182809	29	25	31	32	31	27
ENST00000942977	ENSG00000182809	7	9	3	1	8	0
ENST00000942978	ENSG00000182809	2	1	0	0	0	0
ENST00000942979	ENSG00000182809	1	1	2	0	0	1
ENST00000942980	ENSG00000182809	7	7	6	10	8	11
ENST00000942981	ENSG00000182809	0	2	3	2	1	1
ENST00000942988	ENSG00000158220	0	0	0	0	1	0
ENST00000942992	ENSG00000213780	0	1	0	3	4	4
ENST00000942993	ENSG00000213780	0	0	0	0	1	0
ENST00000942994	ENSG00000213780	0	0	1	0	4	2
ENST00000942995	ENSG00000137842	0	1	0	0	0	0
ENST00000942996	ENSG00000137842	3	5	2	10	2	7
ENST00000942999	ENSG00000143409	0	2	0	3	0	0
ENST00000943001	ENSG00000143409	0	1	0	0	3	0
ENST00000943002	ENSG00000143409	1	0	1	0	2	0
ENST00000943005	ENSG00000143409	0	0	0	1	0	0
ENST00000943009	ENSG00000143409	0	1	0	0	0	0
ENST00000943010	ENSG00000143409	0	0	0	0	0	1
ENST00000943012	ENSG00000143409	0	0	0	0	1	0
ENST00000943014	ENSG00000105963	0	0	0	1	0	0
ENST00000943015	ENSG00000105963	1	0	3	0	0	0
ENST00000943018	ENSG00000105963	0	1	0	0	0	0
ENST00000943019	ENSG00000105963	0	0	0	1	0	0
ENST00000943020	ENSG00000185519	0	0	0	0	1	0
ENST00000943022	ENSG00000143367	2	1	0	0	0	0
ENST00000943023	ENSG00000143367	0	3	1	5	4	3
ENST00000943024	ENSG00000143367	0	0	0	1	0	1
ENST00000943026	ENSG00000106462	0	1	0	0	0	0
ENST00000943030	ENSG00000196353	0	0	0	1	0	0
ENST00000943033	ENSG00000007038	3	3	5	0	2	1
ENST00000943034	ENSG00000007038	107	118	160	40	38	44
ENST00000943038	ENSG00000125872	2	0	0	0	0	0
ENST00000943040	ENSG00000164855	0	0	1	0	0	4
ENST00000943045	ENSG00000169826	0	0	0	2	1	1
ENST00000943047	ENSG00000126254	1	4	1	2	2	2
ENST00000943048	ENSG00000126254	0	0	1	0	0	0
ENST00000943049	ENSG00000126254	0	3	3	0	0	3
ENST00000943050	ENSG00000126254	0	1	0	0	0	1
ENST00000943054	ENSG00000028203	0	1	0	0	0	0
ENST00000943055	ENSG00000028203	0	0	0	0	1	0
ENST00000943057	ENSG00000102081	0	0	0	0	1	0
ENST00000943061	ENSG00000102081	0	0	0	0	1	0
ENST00000943067	ENSG00000158796	1	0	0	5	0	0
ENST00000943070	ENSG00000197769	22	19	28	9	16	3
ENST00000943074	ENSG00000140525	0	2	0	0	0	0
ENST00000943075	ENSG00000142197	1	3	6	2	3	1
ENST00000943079	ENSG00000196437	0	0	3	0	0	0
ENST00000943082	ENSG00000171161	0	0	0	1	2	0
ENST00000943085	ENSG00000149273	520	616	725	287	366	333
ENST00000943086	ENSG00000149273	9	0	0	0	0	0
ENST00000943097	ENSG00000186088	0	0	0	0	0	1
ENST00000943100	ENSG00000086848	1	2	2	2	1	0
ENST00000943117	ENSG00000162076	7	8	7	14	15	22
ENST00000943120	ENSG00000162076	0	0	0	1	3	0
ENST00000943122	ENSG00000185875	0	2	0	1	1	0
ENST00000943125	ENSG00000124664	1	2	4	0	0	0
ENST00000943126	ENSG00000124664	1	0	0	0	0	0
ENST00000943129	ENSG00000083838	1	0	0	0	1	1
ENST00000943130	ENSG00000119599	0	1	0	0	0	2
ENST00000943133	ENSG00000149591	0	0	1	2	10	0
ENST00000943135	ENSG00000149591	13	25	0	0	0	2
ENST00000943137	ENSG00000149591	1	0	0	0	0	2
ENST00000943138	ENSG00000149591	0	0	0	0	0	1
ENST00000943139	ENSG00000149591	0	0	0	0	2	0
ENST00000943159	ENSG00000136444	1	0	1	0	0	0
ENST00000943161	ENSG00000100281	3	0	3	0	3	0
ENST00000943163	ENSG00000109771	0	7	0	0	21	0
ENST00000943164	ENSG00000086548	2	6	2	0	0	0
ENST00000943165	ENSG00000138772	2	75	64	29	64	82
ENST00000943166	ENSG00000138772	0	1	2	1	1	3
ENST00000943167	ENSG00000138772	1583	42	4319	3781	3931	46
ENST00000943168	ENSG00000138772	10	8	1	4	6	5
ENST00000943171	ENSG00000143850	0	0	0	0	1	0
ENST00000943172	ENSG00000105438	1	2	2	0	2	0
ENST00000943173	ENSG00000123297	0	0	0	0	0	1
ENST00000943175	ENSG00000129933	0	7	0	0	15	1
ENST00000943176	ENSG00000129933	0	0	0	0	1	0
ENST00000943179	ENSG00000087884	0	2	1	1	0	0
ENST00000943180	ENSG00000087884	0	0	4	1	0	0
ENST00000943184	ENSG00000110841	0	0	0	0	0	1
ENST00000943185	ENSG00000110841	0	0	0	2	0	0
ENST00000943186	ENSG00000110841	0	0	0	0	1	0
ENST00000943187	ENSG00000110841	0	0	0	0	0	2
ENST00000943189	ENSG00000110841	0	0	0	1	0	0
ENST00000943191	ENSG00000110841	1	1	2	5	3	9
ENST00000943201	ENSG00000110841	0	0	0	1	1	1
ENST00000943206	ENSG00000110841	1	0	0	4	3	0
ENST00000943210	ENSG00000083099	0	0	2	1	1	0
ENST00000943214	ENSG00000145014	0	0	0	0	2	2
ENST00000943218	ENSG00000108828	1	1	3	0	0	0
ENST00000943219	ENSG00000108828	0	2	0	0	0	0
ENST00000943220	ENSG00000100347	0	0	17	0	0	0
ENST00000943221	ENSG00000100347	0	0	5	1	0	0
ENST00000943222	ENSG00000100347	4	1	0	1	0	0
ENST00000943224	ENSG00000165457	0	1	0	0	0	0
ENST00000943230	ENSG00000179262	0	0	21	10	11	12
ENST00000943231	ENSG00000179262	0	0	0	0	1	1
ENST00000943232	ENSG00000164867	0	0	0	1	1	2
ENST00000943235	ENSG00000143390	0	0	3	0	0	0
ENST00000943238	ENSG00000110713	0	0	4	0	5	0
ENST00000943240	ENSG00000143393	1	3	0	4	3	4
ENST00000943243	ENSG00000143393	1	0	0	0	0	0
ENST00000943244	ENSG00000122863	2	3	2	4	2	3
ENST00000943253	ENSG00000138769	0	0	0	1	1	1
ENST00000943257	ENSG00000143164	0	0	0	1	0	0
ENST00000943260	ENSG00000143164	0	0	0	0	1	0
ENST00000943265	ENSG00000143164	0	0	0	1	1	1
ENST00000943266	ENSG00000143164	4	0	1	1	2	0
ENST00000943276	ENSG00000143164	0	0	0	1	0	1
ENST00000943279	ENSG00000128563	0	1	2	3	1	2
ENST00000943281	ENSG00000104872	4	10	11	9	7	14
ENST00000943285	ENSG00000131269	0	1	0	0	0	0
ENST00000943286	ENSG00000131269	0	0	0	0	0	2
ENST00000943287	ENSG00000091136	0	2	0	0	0	0
ENST00000943288	ENSG00000091136	1	0	2	0	0	0
ENST00000943292	ENSG00000088899	0	12	2	0	6	0
ENST00000943297	ENSG00000147394	0	2	0	0	1	0
ENST00000943300	ENSG00000147394	0	0	0	1	0	0
ENST00000943302	ENSG00000147394	1	0	0	0	0	1
ENST00000943304	ENSG00000169689	0	4	0	3	1	1
ENST00000943309	ENSG00000167799	0	0	0	2	1	2
ENST00000943310	ENSG00000167799	0	0	2	5	9	14
ENST00000943362	ENSG00000147065	24	8	7	11	15	0
ENST00000943363	ENSG00000147065	0	0	1	1	2	4
ENST00000943367	ENSG00000135549	0	0	0	0	1	0
ENST00000943368	ENSG00000135549	0	0	2	4	4	3
ENST00000943369	ENSG00000135549	0	0	0	0	0	3
ENST00000943371	ENSG00000135549	0	0	0	1	0	2
ENST00000943376	ENSG00000105819	7	12	19	14	27	19
ENST00000943382	ENSG00000198753	2	1	0	1	0	0
ENST00000943386	ENSG00000182749	0	0	2	0	0	0
ENST00000943387	ENSG00000089289	8	3	2	4	6	8
ENST00000943388	ENSG00000089289	13	9	6	1	0	1
ENST00000943391	ENSG00000198898	0	0	3	0	2	4
ENST00000943395	ENSG00000108509	0	0	0	1	0	0
ENST00000943396	ENSG00000160256	679	621	544	257	200	240
ENST00000943399	ENSG00000159840	0	0	1	1	0	2
ENST00000943404	ENSG00000159403	0	0	0	1	0	0
ENST00000943406	ENSG00000159403	0	0	0	0	1	0
ENST00000943408	ENSG00000124571	0	1	0	0	0	0
ENST00000943409	ENSG00000124571	0	0	2	1	4	28
ENST00000943410	ENSG00000124571	0	1	1	1	1	1
ENST00000943411	ENSG00000124571	14	1	0	0	1	0
ENST00000943412	ENSG00000124571	1	1	3	0	0	1
ENST00000943413	ENSG00000124571	0	0	1	0	1	0
ENST00000943414	ENSG00000124571	0	0	0	0	0	1
ENST00000943420	ENSG00000141543	0	0	0	2	1	2
ENST00000943429	ENSG00000102595	0	0	0	0	0	1
ENST00000943430	ENSG00000132507	0	0	0	0	1	0
ENST00000943432	ENSG00000132507	1	0	1	2	4	2
ENST00000943433	ENSG00000132507	16	16	18	6	16	27
ENST00000943435	ENSG00000132507	2	4	4	3	2	6
ENST00000943440	ENSG00000103269	0	0	0	2	0	0
ENST00000943441	ENSG00000103269	0	0	0	1	0	0
ENST00000943447	ENSG00000179222	0	0	0	1	0	0
ENST00000943450	ENSG00000179222	0	1	0	0	1	1
ENST00000943452	ENSG00000179222	0	0	0	6	13	14
ENST00000943453	ENSG00000164649	0	0	0	1	3	1
ENST00000943454	ENSG00000164649	21	0	31	31	0	0
ENST00000943458	ENSG00000124795	0	3	1	1	3	2
ENST00000943460	ENSG00000183828	1	2	5	1	0	0
ENST00000943466	ENSG00000042429	0	1	1	0	0	2
ENST00000943467	ENSG00000042429	1	0	0	0	1	0
ENST00000943470	ENSG00000087365	1	4	2	0	0	2
ENST00000943471	ENSG00000087365	1	3	2	6	5	6
ENST00000943473	ENSG00000087365	69	65	68	59	57	68
ENST00000943474	ENSG00000087365	0	0	0	1	2	3
ENST00000943475	ENSG00000087365	0	8	20	0	0	0
ENST00000943476	ENSG00000064490	2	0	2	2	0	3
ENST00000943479	ENSG00000064490	0	0	1	0	0	0
ENST00000943480	ENSG00000064490	0	0	0	1	1	2
ENST00000943484	ENSG00000151552	0	1	0	0	0	0
ENST00000943486	ENSG00000138621	0	0	0	1	0	0
ENST00000943488	ENSG00000170348	0	0	0	2	1	1
ENST00000943493	ENSG00000078747	0	0	0	0	1	2
ENST00000943495	ENSG00000118961	0	0	0	1	0	1
ENST00000943497	ENSG00000119686	0	0	0	0	1	0
ENST00000943499	ENSG00000116478	0	0	0	0	0	1
ENST00000943507	ENSG00000181381	0	0	1	1	0	0
ENST00000943508	ENSG00000181381	0	0	0	0	1	0
ENST00000943515	ENSG00000012822	0	2	7	11	1	12
ENST00000943516	ENSG00000012822	0	0	0	0	0	1
ENST00000943517	ENSG00000012822	4	9	14	8	9	7
ENST00000943518	ENSG00000012822	0	0	0	0	0	1
ENST00000943521	ENSG00000012822	0	0	1	0	2	0
ENST00000943522	ENSG00000012822	1	0	0	0	1	0
ENST00000943523	ENSG00000012822	0	1	0	0	0	1
ENST00000943525	ENSG00000012822	0	1	0	0	0	0
ENST00000943527	ENSG00000160113	4	7	6	1	1	0
ENST00000943530	ENSG00000127191	0	0	0	1	0	0
ENST00000943540	ENSG00000117143	0	0	0	0	2	0
ENST00000943541	ENSG00000117143	0	0	0	1	1	1
ENST00000943543	ENSG00000100196	0	0	0	2	2	1
ENST00000943544	ENSG00000100196	0	0	0	3	11	7
ENST00000943553	ENSG00000103485	0	0	0	1	0	0
ENST00000943562	ENSG00000160410	3	3	6	2	1	2
ENST00000943563	ENSG00000160410	0	4	0	1	1	0
ENST00000943564	ENSG00000160410	0	1	0	1	0	0
ENST00000943565	ENSG00000160410	0	0	0	0	0	1
ENST00000943566	ENSG00000160410	2	0	0	0	0	0
ENST00000943567	ENSG00000160410	0	0	0	1	0	0
ENST00000943568	ENSG00000013588	0	2	1	1	2	3
ENST00000943569	ENSG00000013588	2	0	1	0	0	0
ENST00000943570	ENSG00000013588	163	3	109	6	0	0
ENST00000943572	ENSG00000013588	0	0	1	1	0	0
ENST00000943580	ENSG00000107537	0	0	0	0	0	1
ENST00000943582	ENSG00000164687	0	0	0	0	3	0
ENST00000943584	ENSG00000166411	0	0	0	0	1	0
ENST00000943585	ENSG00000184162	0	0	2	2	9	10
ENST00000943588	ENSG00000125246	0	0	0	0	4	0
ENST00000943594	ENSG00000100764	6	9	2	10	8	11
ENST00000943595	ENSG00000197265	0	0	0	0	1	1
ENST00000943597	ENSG00000197265	0	0	0	1	0	1
ENST00000943599	ENSG00000141002	0	0	1	0	0	0
ENST00000943600	ENSG00000141002	6	2	12	2	4	14
ENST00000943601	ENSG00000141002	76	50	43	17	28	23
ENST00000943603	ENSG00000141002	0	1	1	0	0	1
ENST00000943604	ENSG00000141002	2	6	4	1	1	0
ENST00000943606	ENSG00000141002	2	0	1	0	0	0
ENST00000943608	ENSG00000122707	0	1	0	0	0	0
ENST00000943610	ENSG00000174547	3	2	1	3	2	3
ENST00000943611	ENSG00000146453	0	0	0	1	0	0
ENST00000943613	ENSG00000139218	0	0	0	1	2	1
ENST00000943614	ENSG00000139218	1	0	2	4	3	3
ENST00000943615	ENSG00000139180	0	1	1	0	0	1
ENST00000943616	ENSG00000139180	10	29	36	5	5	2
ENST00000943620	ENSG00000213123	38	45	85	133	175	137
ENST00000943621	ENSG00000239789	5	6	16	8	11	8
ENST00000943623	ENSG00000076003	1	3	2	3	13	6
ENST00000943624	ENSG00000092330	1	0	0	0	0	0
ENST00000943625	ENSG00000092330	1	2	1	2	0	1
ENST00000943631	ENSG00000170085	1	0	0	0	0	4
ENST00000943642	ENSG00000139537	0	0	0	0	1	1
ENST00000943654	ENSG00000100324	0	0	1	1	0	0
ENST00000943656	ENSG00000196793	0	0	2	0	1	0
ENST00000943658	ENSG00000196793	0	0	0	0	1	2
ENST00000943663	ENSG00000143457	0	0	0	0	0	1
ENST00000943664	ENSG00000143457	0	1	0	0	2	1
ENST00000943665	ENSG00000108669	0	2	0	1	1	7
ENST00000943689	ENSG00000139631	4	3	2	3	4	4
ENST00000943691	ENSG00000154146	0	1	0	2	1	1
ENST00000943696	ENSG00000163466	17	32	39	40	50	49
ENST00000943697	ENSG00000163466	41	88	102	95	108	79
ENST00000943699	ENSG00000163466	0	0	0	2	2	2
ENST00000943700	ENSG00000163466	4	4	4	2	0	1
ENST00000943701	ENSG00000163466	1	2	10	11	12	11
ENST00000943702	ENSG00000136877	0	0	0	0	1	1
ENST00000943703	ENSG00000136877	0	1	1	0	0	0
ENST00000943705	ENSG00000136877	0	0	0	0	1	0
ENST00000943711	ENSG00000105357	0	0	0	1	0	0
ENST00000943712	ENSG00000105357	0	0	0	0	1	0
ENST00000943719	ENSG00000140463	0	0	1	0	0	0
