TXNAME	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000935390	1.15157	3.1294	0	1.04478	5.18882	2.06713
ENST00000935391	45.89532	23.18719	26.18211	81.75316	16.68604	27.68844
ENST00000935393	0	0	0	2.10992	0	1.05436
ENST00000935408	14.77977	93.32916	46.25904	112.37766	174.90394	124.83711
ENST00000935420	10.05183	9.40689	19.516	10.7476	14.38782	9.2565
ENST00000935426	2e-05	1e-05	2e-05	0	2.89594	2.11761
ENST00000935427	31.8165	15.79893	26.73359	31.34981	38.05146	32.38294
ENST00000935434	9.04544	0	0	4.75503	0	8.84492
ENST00000935436	0	2.76738	0	0	0	2.47563
ENST00000935437	0	3.36311	0	0	0	1.38789
ENST00000935438	152.27137	249.80076	307.63838	409.6012	461.18025	375.52131
ENST00000935439	7e-05	7e-05	9e-05	260.07732	0.00015	76.33153
ENST00000935440	0	5.38452	4.03503	8.43937	6.20051	9.45044
ENST00000935441	0	0	0	0	1.95408	0
ENST00000935446	0	0	0	0	1.79038	9.08266
ENST00000935448	0	1.67784	2.04944	0	0	0
ENST00000935453	0	0	0	0	0	1.99467
ENST00000935467	0	0	0	0	36.01903	9.53333
ENST00000935482	56.3408	45.40805	81.08961	8.61999	8.43586	2.4068
ENST00000935483	36.69558	243.68832	260.70553	224.88492	340.60695	304.29388
ENST00000935484	116.15774	1.2685	0	0	2.70107	0
ENST00000935486	0	0	0.87339	1.20259	0	0
ENST00000935487	3.16593	0	1.02593	3.09356	4.0727	2.0603
ENST00000935488	26.58581	44.10572	43.22632	59.83917	82.74521	51.82581
ENST00000935489	0	0	0	160.24668	2e-05	150.01644
ENST00000935490	1.67078	3.02849	3.02004	1.50573	0	1.39705
ENST00000935492	0	2.73498	2.07934	1.25674	3.28064	5.17227
ENST00000935493	33.38169	30.60493	22.02812	42.93728	43.57609	42.64717
ENST00000935494	0	0	2.4111	0	0	0
ENST00000935495	0	0	0	1.07167	0	0
ENST00000935498	2.9813	5.22815	7.44552	20.66251	6.72293	16.59917
ENST00000935501	14.9944	14.4319	19.66177	26.19148	8.12836	14.84273
ENST00000935504	12.57773	4.05784	6.01177	1.26751	4.95745	5.38251
ENST00000935505	1.52354	3.35431	0	2.30271	3.28429	5.56719
ENST00000935506	3.34407	9.24283	1.30413	0	1.13494	0
ENST00000935511	0	0	3.4995	17.48863	28.10097	20.32697
ENST00000935530	0	0	0	3.64681	4.1122	0
ENST00000935542	0	0	1.08374	1.06401	0	1.1611
ENST00000935543	0	2.02809	13.1011	0	0	1.90864
ENST00000935545	0	0	1.26032	0	0	5.22246
ENST00000935559	4.13935	1.06811	3.35305	2.64506	3.3064	2.15447
ENST00000935560	1.49792	0	5.88145	3.01849	2.40026	1.1985
ENST00000935562	8.21164	10.1381	7.16525	55.07702	62.09967	49.76212
ENST00000935563	1e-05	0	24.02591	0	3e-05	47.37861
ENST00000935571	0	3.27104	0	2.87114	7.04449	3.83315
ENST00000935573	0	2.55844	0	0	1.25575	0
ENST00000935574	0	0	0	0	0	4.6374
ENST00000935575	0	0	1.17799	0	1.17716	1.06293
ENST00000935576	2.3315	2.17187	2.22895	1.08708	8.88432	22.40023
ENST00000935578	170.23209	34.01803	19.29609	46.3461	196.02022	109.58734
ENST00000935579	78.64734	43.03815	54.6052	141.21075	264.87566	188.30489
ENST00000935612	2e-05	13.91291	13.11763	9.62224	26.09913	18.12207
ENST00000935613	8.76613	0	0	0	1.37	3.78206
ENST00000935619	0	0	0	0	0	2.979
ENST00000935621	55.65488	41.55305	69.90347	43.67747	41.58086	52.13184
ENST00000935624	0	0	5.23615	3.7433	9.61833	0
ENST00000935625	48.86404	93.84848	69.38828	90.64649	112.27618	41.94413
ENST00000935626	24.58098	0	0	0	0	4.12718
ENST00000935628	0	3.06273	0	0	0	0
ENST00000935650	0	0	0	2.47633	1.14874	0
ENST00000935651	81.91201	2.63659	26.64248	0	2.78189	0
ENST00000935652	0	3.53062	0	1.85462	3.86392	1.84197
ENST00000935654	0	1.27167	1.25721	1.55348	0	0
ENST00000935658	1075.08046	752.10247	570.37794	941.87428	594.54676	496.52948
ENST00000935659	191.63617	142.49654	120.16841	24.87799	41.70695	33.10306
ENST00000935660	570.39648	348.04979	349.65497	114.65634	99.35106	85.30642
ENST00000935661	361.95521	217.90864	318.38969	74.98538	58.86815	79.65526
ENST00000935662	279.24158	221.55934	251.4188	68.35647	76.50718	65.2165
ENST00000935663	2240.67926	2820.37176	3165.49486	55.29997	563.62055	490.47343
ENST00000935664	108.88765	27.98372	41.70271	10.23582	8.60204	4.83889
ENST00000935673	1.0965	1.04722	1.05601	1.04811	1.03721	1.0459
ENST00000935685	0	1.07583	1.0988	1.05414	4.42258	5.32065
ENST00000935686	2.5523	0	1.12161	1.05414	0	2.14215
ENST00000935688	1.18212	0	2.15028	6.78062	3.20982	0
ENST00000935689	0	0	1e-05	4e-05	4e-05	10.10051
ENST00000935691	2.97067	0	0	1.24405	5.74913	7.69405
ENST00000935693	4.12444	1.11339	0	0	1.10224	1.16391
ENST00000935705	5.7523	2.71622	4.03835	22.90153	11.69023	4.06123
ENST00000935706	7.15043	7.95719	17.62752	0	24.32899	24.31822
ENST00000935707	0	6.69094	0	0	0	0
ENST00000935708	0	1.10669	0	0	0	0
ENST00000935709	1.58581	0	3.38456	5e-05	18.51534	3.63789
ENST00000935711	4.71963	16.33286	34.47025	185.48881	486.57662	33.03121
ENST00000935713	11.22019	2.81425	1.81328	2.32885	0	0
ENST00000935714	39.80533	74.82195	62.11537	74.91072	95.88131	111.20042
ENST00000935715	2.41827	23.10778	16.9195	37.01863	47.28279	26.33403
ENST00000935717	3.4135	0	0	0	0	2.07295
ENST00000935718	0	0	1.09107	1.01109	3.03426	1.04928
ENST00000935719	0	4.48154	0	0	1.12761	3.22025
ENST00000935721	1.04984	1.01959	2.05978	1.01896	0	2.03237
ENST00000935723	0	0	0	0	0	1.22874
ENST00000935728	0	0	4.66488	0	3.19417	0
ENST00000935729	0.99488	0	1.70221	0.97944	0	1.85839
ENST00000935732	2.32345	0	0	1.52264	0	0
ENST00000935735	9.03338	12.0291	10.0579	17.07341	20.03381	16.07273
ENST00000935736	9e-05	0	0	3e-05	13.19213	18.66968
ENST00000935752	0	1.73993	0	1e-05	0	1e-05
ENST00000935753	120.77746	6.60724	1.52038	2.84137	24.8268	0
ENST00000935754	53.53985	98.31669	62.06011	98.00074	90.87381	153.1835
ENST00000935755	0	0	4.51677	0	0	0
ENST00000935759	611.78486	183.81979	998.51938	258.55308	113.90545	243.48997
ENST00000935765	49.89514	0	0.00017	0.00016	0	0
ENST00000935770	0	1.07548	4.34045	5.34764	7.52228	5.30513
ENST00000935772	16.28211	21.16415	29.30841	19.17841	33.3011	39.28089
ENST00000935773	157.58513	143.72405	209.06271	77.87026	81.61846	68.62553
ENST00000935774	29.66633	27.72625	29.13381	6.65074	9.80283	48.44734
ENST00000935775	37.46161	95.58258	28.18089	0.00329	227.70483	149.13108
ENST00000935776	31.87109	27.68755	31.14209	14.32953	9.41751	8.30949
ENST00000935777	99.79164	152.99462	224.51909	130.5734	123.98621	158.6271
ENST00000935778	39.26528	41.31569	41.06725	26.59026	70.90678	55.54958
ENST00000935779	39.5985	76.93288	74.73052	27.64954	23.05937	32.32239
ENST00000935785	0	6.77431	0	0	0	0
ENST00000935787	39.47561	46.03515	53.40625	19.60937	32.38111	18.68535
ENST00000935788	1496.14013	2886.67875	1632.62806	1160.38426	2285.26873	1210.91548
ENST00000935791	397.81344	233.46214	348.12065	554.34713	116.5096	839.91264
ENST00000935792	397.81344	116.76695	348.12065	923.89652	407.73911	1045.0039
ENST00000935794	7.01652	16.13042	0	2.79841	6.79897	5.34612
ENST00000935796	2e-05	0	1.15127	1.12435	2.29352	0
ENST00000935797	5.31361	8.30785	7.31253	7.28197	4.13139	4.11858
ENST00000935798	6754.26995	8414.45406	9651.42699	6740.46524	8095.96104	7430.40453
ENST00000935801	10.61985	13.50306	17.75574	12.48094	14.4559	6.19171
ENST00000935802	23.0737	30.93684	39.34427	27.89382	27.72826	42.01695
ENST00000935803	8.68186	6.2328	4.25911	5.28509	6.07893	10.86833
ENST00000935805	0	0	0	0	1.00946	0
ENST00000935807	0	0	1.25675	1.18856	0	3.76774
ENST00000935808	1.20156	0	3e-05	0	1.42605	4.67242
ENST00000935812	0	24.99274	0	0	0	3.28822
ENST00000935813	18.3018	51.95738	51.73084	117.71022	87.54568	89.19134
ENST00000935814	62.9983	6.24818	12.04477	0	0	3.28822
ENST00000935816	0	0	0	0	1.13541	0
ENST00000935828	0	0	0	0	2.45668	0
ENST00000935829	7.71183	5.60865	5.34888	6.20577	14.22239	16.44192
ENST00000935832	0	2.05747	3.11905	11.84525	8.24281	7.73159
ENST00000935833	0	0	0	4.45467	2.80629	9.94983
ENST00000935841	0	0	1.23755	0	0	0
ENST00000935848	23.44513	55.83855	82.99037	0	7.14773	5.04276
ENST00000935875	859.89611	814.4884	1194.69144	668.41824	805.48723	716.39894
ENST00000935876	47.89094	70.40775	71.70983	45.105	41.43826	31.26815
ENST00000935877	15.57229	19.95615	22.28263	9.40314	9.36488	15.22919
ENST00000935879	0	0	2.60973	0	0	1.51036
ENST00000935880	15.33983	8.54704	3.83565	7.64853	1.23603	3.66153
ENST00000935881	0	0	2.57887	1.27541	0	0
ENST00000935882	0	3.66573	3.83788	1.27541	3.70808	0
ENST00000935883	26.00563	17.00402	42.01005	20.00369	21.16287	11.00134
ENST00000935884	0	2.95071	5.15774	1.27541	1.35484	4.94181
ENST00000935885	5.00562	0	6.44717	5.36296	3.7477	7.41272
ENST00000935886	2.38693	1.17456	2.36196	7.05629	3.51373	2.37647
ENST00000935887	42.1115	0.00081	0.00086	0.00028	2.64911	1.28814
ENST00000935888	0	1.41578	0	1.17605	0.00171	1.18823
ENST00000935889	0	0	2.59736	1.27981	0	0
ENST00000935892	0	0	1e-05	1.27981	3.71965	0
ENST00000935913	1e-05	0	0	2.25555	0	0
ENST00000935915	0.5	0	0	1.54248	0	1.14979
ENST00000935916	0	0.2	0	13.3004	31.37556	20.27214
ENST00000935917	0	0	0	4.69183	2.16811	1.20635
ENST00000935918	0	0	0.33333	0	0	2.33636
ENST00000935919	0	0	0	11.40204	1.05091	7.24865
ENST00000935921	0	1.17108	1.31445	0	0	0
ENST00000935934	0	1.01136	1	0	0	0
ENST00000935935	1640.66941	1401.46535	1955.95432	1303.19353	1116.49514	1086.79538
ENST00000935936	598.57052	1196.73868	1236.53363	273.29196	698.23038	0.00011
ENST00000935937	5.71643	6.22842	0	5.44531	1.55141	4.14568
ENST00000935941	9.05485	0	0	0	1.61186	0
ENST00000935954	0	1.17298	1.21541	0	0	0
ENST00000935957	39.63499	20.54134	18.76914	7.78524	13.92319	19.72091
ENST00000935962	0	0	0	1.15688	2.44968	0
ENST00000935963	19.42405	57.55125	35.50489	423.11892	422.34707	357.04205
ENST00000935964	0	2e-05	1.97252	8.40188	0	1.64543
ENST00000935965	4.09803	1.0116	2.02423	4.03463	7.05409	8.08765
ENST00000935966	115.40199	150.37582	217.30436	160.39121	234.83503	162.82646
ENST00000935967	0	5.56949	1.97252	0	3.2616	3.29081
ENST00000935968	129.04676	200.50108	306.58868	13.22827	0	344.83774
ENST00000935971	15.21285	8.53418	38.4006	15.56562	59.07996	9.55376
ENST00000935972	0	0	1.17566	0	3.67717	2.33966
ENST00000935973	1.35263	0	0	0	2.38591	1.16538
ENST00000935974	26.56232	19.63823	48.05066	32.88934	55.08995	30.64375
ENST00000935978	0	0	0	0	0	1.23542
ENST00000935997	0	0	0	5.21274	0	3.12771
ENST00000936001	0	26.11177	39.24264	11.15839	13.46827	2e-05
ENST00000936004	0	0	2.7831	1.56795	0	0
ENST00000936015	1.48439	0	0	0	1.25766	1.26621
ENST00000936016	0	25.84374	13.60226	0	0	6.06373
ENST00000936018	0	2.74474	6.17949	0	1.36706	0.64968
ENST00000936065	150.59279	116.51829	122.60716	100.21631	76.27084	55.51338
ENST00000936066	418.79831	406.19133	441.80114	847.71244	1008.58241	926.01042
ENST00000936076	25.22847	0	23.5	174.16197	1.52981	148.64366
ENST00000936096	1.30332	0	0	0	0	2.11249
ENST00000936097	0	0	1.20389	0	3.70029	0
ENST00000936098	0	0	1.21261	0	0	1.07715
ENST00000936102	1.10612	1.01335	0	0	0	0
ENST00000936103	2755.53915	4316.77223	4326.09713	4444.86444	4430.42823	4262.51299
ENST00000936104	1.28554	4.65489	3.55389	6.98641	2.26842	2.43538
ENST00000936105	0	0	5.48933	5.94677	3.51782	3.53329
ENST00000936106	20.0039	10.98457	14.45479	5.28615	10.71674	15.41855
ENST00000936108	0	0	0	0	41.35717	54.44494
ENST00000936110	11.05364	92.34374	28.75759	124.6082	98.70709	75.67174
ENST00000936127	16.88479	22.93088	18.42908	6.40755	9.97925	0
ENST00000936133	0	1.82137	3.54491	14.91342	6.37151	9.45409
ENST00000936139	0	0	3.82578	0	0	0
ENST00000936143	0	0	0	6.40604	10.16701	2.4601
ENST00000936148	1.91968	4.6754	1.61602	1.3138	6.37031	1.23714
ENST00000936149	1.5678	2.97169	2.84922	3.65978	2.45823	1.17255
ENST00000936150	0	0	3.02899	2.56984	2.72377	4.0123
ENST00000936151	9.94918	0	0	10.20525	4.29351	0
ENST00000936157	6.52814	0	0	3.72268	5.64972	8.21894
ENST00000936158	0	0	0	3.66752	1.56059	2.97676
ENST00000936159	0	0	0	0	6.91222	1.72274
ENST00000936166	4.17924	4.87642	0	0	0	0
ENST00000936170	11.61739	0	20.21231	2.15398	10.06647	0
ENST00000936171	2146.30524	2908.54718	2897.48117	1699.34871	1765.81432	1964.37046
ENST00000936179	0	1.14771	0	2.1188	2.42962	2.40639
ENST00000936182	0	0	0	1.61422	3.48868	0
ENST00000936185	5.5415	18.31081	17.48967	9.5982	12.19321	8.18228
ENST00000936186	0	0	2.28629	0	1.16745	1.1179
ENST00000936192	0	1.16262	3.64384	2.50271	1.25838	0
ENST00000936204	0	0	0	0	1.15245	2
ENST00000936217	887.13098	1135.16288	1332.45789	578.11983	777.38837	277.04461
ENST00000936218	1000.13646	538.1295	161.75738	590.13093	291.26163	458.74588
ENST00000936228	0	1.21715	0	0	0	0
ENST00000936236	0	5.63444	8.05085	0	0	3.0994
ENST00000936244	16.78581	6.18452	16.37491	0	9.46363	5.35293
ENST00000936245	0	39.80264	38.15405	38.17677	55.3436	67.71839
ENST00000936253	99.7056	134.85287	141.57571	102.16059	110.50553	111.33932
ENST00000936255	10.33737	8.14158	6.4719	29.16267	10.42059	15.81916
ENST00000936256	12.98723	7.25579	12.05067	10.54102	6.20179	11.73712
ENST00000936257	9.72158	3.62789	7.52766	4.6849	3.67297	7.92076
ENST00000936266	2.80693	4.66825	7.80875	0	0	2.24876
ENST00000936269	572.57025	4e-05	540.80195	2.33876	172.58876	114.72901
ENST00000936270	82.61009	0.55653	6e-05	3e-05	3e-05	125.34863
ENST00000936275	0	7.85999	10.58432	0	0	0
ENST00000936277	5.57863	4.29141	7.1483	3	0	0
ENST00000936279	7553.60292	7110.71976	8476.51487	0	0	0
ENST00000936282	47.29501	162.18893	160.54083	620.05568	705.33028	530.6439
ENST00000936297	0	0	0	16.61629	27.31097	31.74202
ENST00000936299	659.32365	976.6972	1447.93284	95.98678	558.90615	1264.99933
ENST00000936300	6e-05	0	4.91055	0	0	0
ENST00000936301	0	2.21139	0	0	12.41454	0
ENST00000936302	88.82719	3.82094	0	15.5025	7e-05	5.63705
ENST00000936305	232.88717	7.9469	0	6.22544	0	2.92004
ENST00000936306	0	0	2.11168	7.67467	3.29518	3.211
ENST00000936311	0	0	2.24398	0	0	0
ENST00000936316	1e-05	8.76598	1.25628	0	0	12.97722
ENST00000936321	0	0	0.98576	0	0	2.50734
ENST00000936323	3.32868	11.14543	17.14115	4.44862	0	16.53955
ENST00000936325	52.65976	0	11.97848	5e-05	57.49966	1.28826
ENST00000936326	0	1.05156	3.1252	0	0	6.1624
ENST00000936327	0	0	12.91254	76.97826	0	1.57327
ENST00000936329	1543.98283	67.10793	266.22785	0	0	33.23405
ENST00000936330	70.22615	261.63383	103.03328	186.11528	72.2585	214.93307
ENST00000936331	135.38282	497.0127	121.9781	196.53229	154.51716	150.83818
ENST00000936332	1248.22213	2284.44823	1298.00036	1655.89892	2017.23746	1922.90047
ENST00000936335	4.58801	3.54986	12.65258	28.75765	26.0314	16.15715
ENST00000936337	0	0	2.24122	2.0858	5.22122	6.78384
ENST00000936340	0	0	0	1.83553	0	3.61794
ENST00000936341	0	0	0	2.3279	0	0
ENST00000936344	97.52357	101.72077	123.19283	288.34702	326.22249	270.69174
ENST00000936345	0	0	1.38715	2.45911	0	1.13911
ENST00000936347	6.57692	4.9	2.33333	7.22772	4.83	1.30303
ENST00000936350	0	0	3.51723	5.76168	2.41518	0
ENST00000936351	0	2.18834	2.29934	2.15735	0	1.08686
ENST00000936354	20.01407	9.71164	9.58963	11.9607	6.68512	6.66023
ENST00000936359	5538.64278	105.9509	3633.78952	3955.66758	4881.68176	5582.6181
ENST00000936360	0	1.22771	0	0	2.51397	0
ENST00000936362	1.69703	2.694	0	6.94452	2.83472	13.3083
ENST00000936364	0	0	2.49266	3.96153	3.85932	0
ENST00000936366	24.80526	0	0	10.96087	0	0
ENST00000936368	0	0	0	0	0	2.90812
ENST00000936370	0	9.76931	2.29038	3.37362	4.50287	0
ENST00000936371	0	5.1193	2.41447	0	0	0
ENST00000936372	5.45369	1.97446	0	0	0	0
ENST00000936373	12.2991	0	6.76908	8.866	7.82103	0
ENST00000936374	1420.52015	1775.63714	999.78754	603.31992	753.87152	685.62817
ENST00000936377	23.60776	11.46946	13.92802	7.45709	2.61009	3.43002
ENST00000936378	0	0	0	2.9808	1.84179	0
ENST00000936379	0	2.34292	2.19354	1.41587	1.58792	0
ENST00000936380	0	2.199	0	2.44337	1.31521	0
ENST00000936391	0	0	0	2.18193	0	2.30972
ENST00000936394	0	0	0	1.06265	0	0
ENST00000936395	0	0	2.18118	0	1.0978	0
ENST00000936396	2.5828	1.07872	0	0	0	0
ENST00000936397	0	3.45374	0	1.17619	0	2.26065
ENST00000936398	0	1.11351	0	0	0	0
ENST00000936399	0	0	0	1.06362	0	2e-05
ENST00000936400	0	0	1.08876	0	0	0
ENST00000936402	4.17647	2.20115	5.47431	4.52559	5.54516	6.68951
ENST00000936404	2.31446	4.70774	3.21193	1.046	3.21449	1.65555
ENST00000936406	5.12907	4.87539	8.15567	0	3.51913	8.42657
ENST00000936408	0	1.01585	2.13212	0	1.02238	1.02411
ENST00000936409	0	1.11138	0	0	3.05556	1.01375
ENST00000936417	9.69927	5.61726	8.54319	0	1.48226	2.59794
ENST00000936419	2.61374	3e-05	5.23298	2.86751	0	2.63075
ENST00000936420	69.18386	12.77379	182.16355	16.60577	24.22119	17.03967
ENST00000936431	0	11.26332	2.88852	9.48258	10.50033	21.5889
ENST00000936433	0	0	0	1.29555	2.66146	1.12515
ENST00000936434	0	1.91	1.33135	0	2.59172	0
ENST00000936435	0	0	1.22303	0	2.48856	0
ENST00000936436	0	1.26903	1.64271	1.21814	1.83379	1.7471
ENST00000936437	0	5.30806	5.24961	5.2241	6.97832	5.03873
ENST00000936444	0	0	0	0.71818	1	3
ENST00000936448	0	0	0	0	11.31226	3.255
ENST00000936478	33.96761	66.25715	45.02257	10.55106	35.69277	24.36581
ENST00000936480	25.45436	19.20959	24.42393	11.58229	15.53138	18.01213
ENST00000936482	7.91662	6.87759	10.89052	2.06445	7.31917	4.25899
ENST00000936483	5.65177	14.96584	11.90466	12.39636	17.7753	9.56057
ENST00000936484	3.25363	4.31257	6.02705	0	0	2.14432
ENST00000936485	1.062	1.07021	4.81932	1.02658	0	20.09296
ENST00000936486	14.10244	8.89019	8.81132	19.84411	8.48172	9.3914
ENST00000936492	16.61522	22.4547	29.27395	4.1224	10.17968	10.2353
ENST00000936516	56.464	234.35445	15.80325	61.74983	43.95051	50.6669
ENST00000936517	1.34646	0	0	2.44756	1.25601	0
ENST00000936521	0	0	0	0	0	2.27983
ENST00000936523	3.76766	47.14802	92.90068	9.05551	4.05524	63.18684
ENST00000936524	84.88925	163.85029	67.35433	72.74688	50.57548	149.14049
ENST00000936525	84.88925	163.85029	67.35433	72.74688	50.57548	5.9086
ENST00000936526	30.92949	49.99766	87.19777	35.49788	23.25908	24.76297
ENST00000936528	30.92949	16.29115	36.60659	13.31171	15.54368	13.29487
ENST00000936529	0	0	0	2.2493	1.94296	2.04508
ENST00000936558	0	6.7244	0	0	0	66.79649
ENST00000936559	0	1e-05	1e-05	1e-05	0	1.98003
ENST00000936561	0	0	0	5.9476	0	3.83869
ENST00000936563	9.80987	35.02091	28.27539	5.70206	7.27413	9.60612
ENST00000936564	51.55192	22.24031	49.85776	16.99194	40.14837	32.69963
ENST00000936565	359.48656	116.18767	212.32321	89.15922	61.40175	19.10142
ENST00000936570	0	0	11.47	0	2.03175	0
ENST00000936577	0.59334	2.23637	0	2.94981	0	14.57407
ENST00000936582	141.59954	18.04005	38.37019	51.17835	7.49986	9.62312
ENST00000936586	0	0	0	0	0	1.73216
ENST00000936591	0	0	3.06394	3.08507	0	0
ENST00000936592	14.29652	0.99042	5.13857	6.0626	5.40298	5.49061
ENST00000936593	0	7.6667	1e-05	19.10216	17.74278	0
ENST00000936598	27.65857	25.04768	72.44728	50.49987	77.21268	415.90592
ENST00000936613	8.57715	49.97187	41.11617	30.32151	37.24401	19.31742
ENST00000936634	0	0	12.1153	0	6e-05	1.09156
ENST00000936684	0	1.28682	0	0	0	0
ENST00000936685	3.38002	9.23773	1.741	1.44251	2.56849	0
ENST00000936687	110.64865	20.26359	108.61322	259.5144	17.4851	12.6585
ENST00000936688	22.57845	11.13347	32.99498	10.68902	10.0825	16.61884
ENST00000936689	31.12699	28.23719	38.93249	20.10423	30.19135	26.06639
ENST00000936690	24.17737	4.20811	36.3241	43.39648	38.60079	45.53856
ENST00000936691	1.7538	4.8738	8.7844	1.21376	1.24691	7.14583
ENST00000936693	2.05866	2.90236	5.87538	0	1.38931	0
ENST00000936697	12.53314	19.64497	51.66723	83.9276	65.50081	65.28615
ENST00000936725	0	2.69483	4.19667	0	2.82261	2.32811
ENST00000936726	0	2.24461	0	0	6.73353	3.80952
ENST00000936727	2.22029	2.07193	0	0	0	0
ENST00000936729	1.99529	0	5.66844	0	0	1.72308
ENST00000936731	4e-05	4e-05	3e-05	1e-05	2e-05	75.44261
ENST00000936733	0	0	0	0	0	3.50609
ENST00000936739	0	1e-05	101.12419	108.53325	8.95525	254.40801
ENST00000936744	0	41.99871	25.17961	92.61882	70.19851	0
ENST00000936750	0	0	0	0	1.24057	0
ENST00000936752	0	0	0	3.19419	3.17906	4.39227
ENST00000936755	3.4795	9.8755	9.17476	7.9531	11.25887	16.42829
ENST00000936756	25.55929	32.98769	29.24648	37.79558	30.6844	37.88866
ENST00000936757	25.04407	44.47132	42.17811	44.63345	33.13416	50.0843
ENST00000936758	6.86274	7.84606	9.20881	6.79446	9.23563	11.05635
ENST00000936759	0	2.59976	0	11.01517	10.66905	2e-05
ENST00000936760	3.90542	2.15537	4.54342	2.41741	3.36537	5.6176
ENST00000936766	22.86771	94.6901	55.4464	175.64301	111.44095	129.29599
ENST00000936767	0	3.188	6.54077	2.91178	4.57787	3.83811
ENST00000936769	0	8.24246	4.85655	9.54514	1.99673	4.40156
ENST00000936770	0	1.37843	0	0	1.29365	0
ENST00000936773	1.1095	0	1.17756	1.03745	0	2.15725
ENST00000936776	0	0	0	0	3.374	0
ENST00000936777	0	1e-05	1e-05	0	5.28556	1e-05
ENST00000936779	739.66557	2076.3585	2254.42547	2825.5637	713.64481	2888.73707
ENST00000936780	1e-04	7e-05	0	0	0	3.37811
ENST00000936781	0	1	0	0	0	0
ENST00000936803	283.29268	406.303	630.36605	379.36292	416.45054	457.42296
ENST00000936804	2.00025	2.01182	4.01802	7.00448	5.02199	4.0865
ENST00000936805	4.09344	12.21136	16.37276	7.11042	15.3949	8.14083
ENST00000936807	0	0	1.01911	0	1.00453	0
ENST00000936811	189.41504	202.17191	243.41997	295.70102	298.59771	382.82065
ENST00000936812	0	0	0	0	1.00878	2.01317
ENST00000936813	1e-05	8.72597	0	0	0	1e-05
ENST00000936815	2.4291	0	1.79791	0	0	3.55262
ENST00000936816	0	0	0	0	1.67513	1.38695
ENST00000936820	0	0	0	0	3.60358	1.41013
ENST00000936821	0	7.10582	1.79791	2.89957	1.47225	3.55262
ENST00000936822	2.98264	0	0	0	0	1.2682
ENST00000936824	2.63145	0	0	5.07642	0	0
ENST00000936832	5.88227	8.59994	4.42982	3.21111	4.26741	10.44221
ENST00000936833	1.02078	3.04695	4.0537	8.55184	8.52982	6.09137
ENST00000936834	27.68441	24.88022	27.14266	20.50745	27.38211	23.92452
ENST00000936835	151.08377	189.95347	194.64506	209.34287	236.64243	188.00338
ENST00000936836	0	0	0	1.06832	1.36366	0
ENST00000936838	0	0	8.69352	30.774	20.60471	33.75724
ENST00000936842	2.26452	0	0	0	4.20812	2.54125
ENST00000936844	0	0	0	0	1.70244	0
ENST00000936860	0	0	0	25.50048	0	0
ENST00000936869	0	0	3.17791	2.61554	2.48438	0
ENST00000936871	30.35451	8.31171	34.90614	8.41098	9.14122	12.14207
ENST00000936873	0	1.03123	0	1.01553	6.05124	3.0347
ENST00000936876	36.30559	15.3201	35.15043	131.14757	114.41117	122.5228
ENST00000936881	6.52787	4.1589	7.25371	35.22946	38.70289	24.12702
ENST00000936882	1e-05	0	0	0	2.90701	0
ENST00000936886	0	3.36822	3.75207	2.3329	4.63696	2.25215
ENST00000936887	95.12702	102.15607	124.76881	65.97599	55.42523	57.36136
ENST00000936901	17.84462	0	7.16377	0	1e-05	0
ENST00000936902	3.16068	0	0	1.33336	0	0
ENST00000936908	6.45723	8.77314	5.50284	4.96709	1.79808	4.06364
ENST00000936914	2.48387	0	0	0	0	0
ENST00000936928	7.54894	4.38046	12.97198	3.08021	6.43931	15.20809
ENST00000936929	16.11895	3.40082	6.21449	2.33069	5.37891	8.06173
ENST00000936938	22.67497	32.99315	0	9.08312	100.53664	1e-05
ENST00000936941	0	0	0	1.03475	0	0
ENST00000936945	2.49581	3.87879	0	1.27151	0	1.20424
ENST00000936946	0	0	0	0	0	1.23029
ENST00000936947	0	1.29265	1.28565	0	0	0
ENST00000936952	0	0	0	2.62055	9.73944	1.21307
ENST00000936957	0	3.88017	0	0	1.83731	0
ENST00000936959	50.6311	52.27611	67.43689	50.06843	36.01729	50.96033
ENST00000936960	29.40108	51.43979	62.70133	19.05119	14.05492	21.52611
ENST00000936964	2.85142	3.88598	4.75312	0	0	0
ENST00000936967	0	1.29533	0	0	0	0
ENST00000936971	0	13.88839	24.61561	28.22711	10.10894	28.20602
ENST00000936973	303.30696	75.56414	149.53685	108.85556	190.17438	3e-05
ENST00000936984	0	0	1.33282	0	1.25215	0
ENST00000936985	0	0	1.30816	0	0	0
ENST00000936986	0	1.41682	0	4.17193	6.54139	1.33865
ENST00000936988	0	0	0	11.40763	6.07685	5.00625
ENST00000936990	0	3.17475	0	3.36363	0	0
ENST00000936993	0	6.4249	0	0	0	0
ENST00000936998	0	0	2.90536	0	0	0
ENST00000936999	1.77443	2.76358	0	2.94053	0	1.28134
ENST00000937001	0	0	0	0	3.0052	0
ENST00000937004	3.20609	2.6885	4.58132	0	0	2.58732
ENST00000937005	3.84119	7.03391	4.99475	6.01839	5.03689	2.62572
ENST00000937014	1.83416	7.48977	5.64351	8.42681	8.86901	9.52007
ENST00000937015	1.6765	0	4.02312	2.4246	2.4471	2.32253
ENST00000937017	4e-05	0	1.44552	0	0	0
ENST00000937018	13.29327	3.78134	5.57075	12.41154	6.25701	7.12115
